"","BANDFINAL","Species1","sp2","sp2.fct","Beak.LengthA","Beak.LengthB","Beak.LengthC","Beak.DepthA","Beak.DepthB","Beak.DepthC","Beak.WidthA","Beak.WidthB","Beak.WidthC","Tarsus","Wing.Chord","Mass","Year","By.","Site","Sex0","MedianBeakLength","MedianBeakWidth","MedianBeakDepth","avg.mbl","avg.mbw","avg.mbd","age","age.ad","y.2003","y.2004","y.2005","y.2006","y.2007","y.2008","y.2009","y.2010","y.2011","y.2012","y.2013","y.2014","y.2015","y.2016","y.2017","y.2018","y.2019","y.2020","ch","maxseen","ch.corr","maxseen.corr","X.corr.y.2003","X.corr.y.2004","X.corr.y.2005","X.corr.y.2006","X.corr.y.2007","X.corr.y.2008","X.corr.y.2009","X.corr.y.2010","X.corr.y.2011","X.corr.y.2012","X.corr.y.2013","X.corr.y.2014","X.corr.y.2015","X.corr.y.2016","X.corr.y.2017","X.corr.y.2018","X.corr.y.2019","X.corr.y.2020","date2","scaled.mbl","scaled.mbd","scaled.mbw","sp.mean.bl","sp.mean.bd","sp.sd.bl","sp.sd.bd","pc1.new","pc2.new","pc1.bod","pc2.bod","mxcpois"
"257","JP1394/P703","fortis","fortis small","fortis small",11.830,11.87,11.910,10.940,10.740,10.740, 9.890, 9.71, 9.55,18.97,69.50,20.44,2004,"HuberS","El Garrapatero","f",11.870, 9.710000,10.740,11.826667, 9.806667,10.716667,"f","adult",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000000000000000,3,111000000000000000, 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-02-07, 0.763169195, 0.393245500, 0.7913126380,11.369052,10.448229,0.5996244,0.6826201, 1.152711e-01,-9.026962e-03, 0.1537233308,-0.2320694798, 2
"258","JP1395/P789","fortis","fortis small","fortis small",11.480,11.35,11.320,10.990,10.990,10.660, 9.140, 9.16, 9.11,22.43,69.00,22.50,2007,"PodosJ","El Garrapatero","m",11.350, 9.140000,10.990,11.163333, 9.184738,10.598889,"m","adult",0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,011111110100000000,8,011111111100000000, 9,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2007-02-14,-0.343078783, 0.220707700,-0.3618937589,11.369052,10.448229,0.5996244,0.6826201, 8.534607e-02,-9.099416e-02, 0.2327520253, 0.1844896780, 8
"259","JP1396","fortis","fortis small","fortis small",10.930,10.80,10.800,10.760,10.920,10.810, 9.690, 9.54, 9.61,21.09,66.00,19.10,2005,"HuberS","El Garrapatero","f",10.800, 9.610000,10.810,10.696667, 9.660000,11.173333,"f","adult",0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,001101110000000000,5,001111110000000000, 6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2005-01-16,-1.121343693, 1.062236403, 0.5193570321,11.369052,10.448229,0.5996244,0.6826201, 7.210214e-02,-1.991215e-01,-0.0056002456, 0.0398492471, 5
"260","JP1397","fortis","fortis large","fortis large",13.700,13.90,13.640,13.490,13.290,13.270,10.970,10.97,10.95,22.89,74.00,23.50,2005,"HuberS","El Garrapatero","f",13.700,10.970000,13.290,13.700000,10.970000,13.290000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-16, 1.041020727, 0.471874444,-0.3977065305,13.007307,12.886966,0.6653983,0.8541130, 3.622854e-01,-9.363376e-03, 0.4641256602,-0.2661587127, 0
"261","JP1398","fortis","fortis large","fortis large",13.010,13.01,12.890,13.320,13.610,13.190,10.640,10.64,10.55,22.11,72.50,23.10,2005,"HuberS","El Garrapatero","f",13.010,10.640000,13.320,12.755000,10.640000,13.235000,"f","adult",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001100000000000000,2,001100000000000000, 2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-16,-0.379181237, 0.407480153,-0.8812193576,13.007307,12.886966,0.6653983,0.8541130, 3.236976e-01,-1.144676e-01, 0.3854484721,-0.1573323913, 1
"262","JP1399","fortis","fortis small","fortis small",10.890,11.45,11.400,10.310,10.060,10.490, 9.170, 9.12, 9.12,20.08,69.90,19.70,2006,"HuberS","El Garrapatero","m",11.400, 9.120000,10.310,11.040000, 9.135000,10.210000,"m","adult",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001100000000000000,2,001100000000000000, 2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-02-20,-0.548763081,-0.348992583,-0.4541204209,11.369052,10.448229,0.5996244,0.6826201, 5.293164e-02,-1.476848e-02, 0.1561783127,-0.3631946581, 1
"263","JP1400","fortis","fortis small","fortis small",11.350,11.10,11.230,10.280,10.220,10.090, 9.450, 9.51, 9.42,18.88,65.50,17.30,2005,"HuberS","El Garrapatero","f",11.230, 9.450000,10.220,11.230000, 9.450000,10.220000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-16,-0.231898082,-0.334343148, 0.1299660509,11.369052,10.448229,0.5996244,0.6826201, 5.409444e-02,-5.598205e-02,-0.1035173216,-0.1960852998, 0
"264","JP1402","fortis","fortis small","fortis small",11.490,11.51,11.480,10.460,10.740,10.610, 9.380, 9.33, 9.36,21.03,62.50,20.40,2006,"HuberS","El Garrapatero","f",11.490, 9.360000,10.610,11.505000, 9.305000,10.610000,"f","adult",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001100000000000000,2,001100000000000000, 2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-03-01, 0.226722311, 0.236984850,-0.1388991504,11.369052,10.448229,0.5996244,0.6826201, 8.042867e-02,-4.250801e-02,-0.1011786423, 0.6422332585, 1
"265","JP1403","magnirostris","magnirostris","magnirostris",14.000,13.98,14.020,16.040,15.950,15.860,13.120,13.02,13.02,23.51,73.00,30.10,2005,"HuberS","El Garrapatero","f",14.000,13.020000,15.950,14.000000,13.020000,15.950000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17,-1.265038050,-0.074584135,-0.9125514028,14.897689,16.019465,0.7096140,0.9313698, 5.832029e-01,-3.387275e-01, 0.6418631694, 0.7961155969, 0
"266","JP1404","magnirostris","magnirostris","magnirostris",14.930,14.65,14.650,15.590,15.370,15.430,13.890,13.53,13.81,25.05,78.00,31.90,2005,"HuberS","El Garrapatero","m",14.650,13.810000,15.430,14.650000,13.810000,15.430000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17,-0.349047071,-0.632901588, 0.2298203503,14.897689,16.019465,0.7096140,0.9313698, 6.132556e-01,-2.207480e-01, 0.9090100999, 0.4788806209, 0
"267","JP1405","fortis","fortis small","fortis small",11.590,11.77,11.490,11.990,11.590,11.960, 9.590, 9.65, 9.64,19.66,71.00,20.00,2005,"HuberS","El Garrapatero","m",11.590, 9.640000,11.960,11.590000, 9.640000,11.960000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17, 0.368477705, 2.214658690, 0.4822721767,11.369052,10.448229,0.5996244,0.6826201, 1.618146e-01,-1.730696e-01, 0.2047090653,-0.4610233861, 0
"268","JP1406","fortis","fortis large","fortis large",12.950,12.86,12.840,13.470,13.560,13.430,11.280,10.96,11.05,24.36,71.00,24.60,2005,"HuberS","El Garrapatero","f",12.860,11.050000,13.470,12.860000,11.050000,13.470000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17,-0.221381019, 0.682619396,-0.2804912997,13.007307,12.886966,0.6653983,0.8541130, 3.405563e-01,-1.803209e-01, 0.3961292074, 0.2772394613, 0
"269","JP1407","magnirostris","magnirostris","magnirostris",15.810,15.77,15.670,17.250,17.330,17.540,14.710,14.67,14.72,24.91,79.50,33.50,2005,"HuberS","El Garrapatero","f",15.770,14.710000,17.330,15.770000,14.710000,17.330000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17, 1.229275848, 1.407104491, 1.5312565248,14.897689,16.019465,0.7096140,0.9313698, 7.860866e-01,-2.617449e-01, 1.0173327803, 0.5216212497, 0
"270","JP1408","fortis","fortis small","fortis small",11.180,11.15,11.170,10.600,10.630,10.400, 9.330, 9.37, 9.39,21.15,65.50,18.40,2005,"HuberS","El Garrapatero","m",11.170, 9.370000,10.600,11.170000, 9.370000,10.600000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17,-0.331960713, 0.222335415,-0.0183733705,11.369052,10.448229,0.5996244,0.6826201, 6.748992e-02,-9.875414e-02,-0.0469072512, 0.0023637517, 0
"271","JP1409","fortis","fortis small","fortis small",11.850,11.94,11.960,11.280,11.630,11.460, 9.990, 9.94,10.00,20.59,65.50,19.70,2005,"HuberS","El Garrapatero","f",11.940, 9.990000,11.460,11.955000,10.075000,11.645000,"f","adult",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,001001000000000000,2,001111000000000000, 4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-17, 0.977192046, 1.753201461, 1.2888677807,11.369052,10.448229,0.5996244,0.6826201, 1.642661e-01,-8.358841e-02,-0.0106628326, 0.1749083486, 3
"272","JP1410","fortis","fortis small","fortis small",11.610,11.73,11.650,10.270,10.250,10.090, 9.280, 9.23, 9.32,21.37,66.50,20.00,2008,"HuberS","El Garrapatero","f",11.650, 9.280000,10.250,11.783333, 9.240000, 9.943333,"f","adult",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,001001010000000000,3,001111110000000000, 6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2008-03-25, 0.690901740,-0.739644206,-0.2594249303,11.369052,10.448229,0.5996244,0.6826201, 6.600341e-02, 2.565618e-02, 0.0453118995, 0.1120261757, 5
"273","JP1411","fortis","fortis small","fortis small",10.330,10.27,10.110,10.470,10.480,10.850, 8.620, 8.63, 8.61,20.62,65.50,19.40,2005,"HuberS","El Garrapatero","f",10.270, 8.620000,10.480,10.270000, 8.620000,10.480000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-18,-1.832900182, 0.046542184,-1.4090554463,11.369052,10.448229,0.5996244,0.6826201,-2.756146e-03,-2.010956e-01,-0.0199651073, 0.1331935267, 0
"274","JP1412","fortis","fortis small","fortis small",12.210,12.14,12.190,10.590,10.680,10.640, 9.600, 9.40, 9.45,21.65,66.00,20.80,2005,"HuberS","El Garrapatero","f",12.190, 9.450000,10.640,12.190000, 9.450000,10.640000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-19, 1.369104018, 0.280933158, 0.1299660509,11.369052,10.448229,0.5996244,0.6826201, 1.133481e-01, 7.299522e-02, 0.0540144356, 0.2901874962, 0
"275","JP1413","fortis","fortis small","fortis small",12.080,12.05,12.180,10.410,10.860,10.260, 9.460, 9.36, 9.34,22.46,68.50,21.30,2005,"HuberS","El Garrapatero","m",12.080, 9.360000,10.410,12.110000, 9.425000,10.590000,"m","adult",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,001010000000000000,2,001110000000000000, 3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-19, 1.235687176, 0.207685979, 0.0836099817,11.369052,10.448229,0.5996244,0.6826201, 9.416488e-02, 8.134133e-02, 0.1751848679, 0.0759502456, 2
"276","JP1414","fortis","fortis small","fortis small",11.060,11.33,11.090,10.190,10.310,10.460, 8.640, 8.62, 8.61,18.79,65.00,18.80,2005,"HuberS","El Garrapatero","f",11.090, 8.620000,10.310,11.090000, 8.620000,10.310000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-19,-0.465377555,-0.202498225,-1.4090554463,11.369052,10.448229,0.5996244,0.6826201, 2.167987e-02,-3.947263e-02,-0.0759458302, 0.0736759785, 0
"277","JP1416","fortis","fortis small","fortis small",12.140,12.09,12.110,11.660,11.490,11.390, 9.710, 9.66, 9.67,21.00,67.50,21.20,2005,"HuberS","El Garrapatero","f",12.110, 9.670000,11.490,12.110000, 9.670000,11.490000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-20, 1.235687176, 1.526135205, 0.5378994598,11.369052,10.448229,0.5996244,0.6826201, 1.605095e-01,-3.713885e-02, 0.1191716769, 0.1540261213, 0
"278","JP1417","fortis","fortis large","fortis large",13.750,13.43,13.690,13.800,13.570,13.520,11.730,11.88,11.97,26.79,72.50,27.40,2005,"HuberS","El Garrapatero","f",13.690,11.880000,13.570,13.690000,11.880000,13.570000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-20, 1.025992135, 0.799699925, 0.9356167198,13.007307,12.886966,0.6653983,0.8541130, 4.100209e-01,-9.324086e-02, 0.5670936141, 0.5382598631, 0
"279","JP1418/P722","fortis","fortis small","fortis small",11.860,11.64,11.730,11.930,11.760,11.930,10.650,10.40,10.46,22.25,73.50,25.40,2004,"HuberS","El Garrapatero","m",11.730,10.460000,11.930,12.060000,10.457500,12.322500,"m","adult",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111100000000000000,4,111100000000000000, 4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004-01-31, 1.152301650, 2.745700740, 1.9981156393,11.369052,10.448229,0.5996244,0.6826201, 1.968229e-01,-1.948150e-01, 0.4992783854, 0.0494734630, 3
"280","JP1419","fortis","fortis small","fortis small",11.390,11.61,11.540,10.640,10.720,10.830, 9.450, 9.38, 9.39,21.61,66.50,19.30,2005,"HuberS","El Garrapatero","m",11.540, 9.390000,10.720,11.540000, 9.390000,10.720000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-21, 0.285092179, 0.398128645, 0.0187114848,11.369052,10.448229,0.5996244,0.6826201, 8.900747e-02,-4.617483e-02, 0.0252138582, 0.0179412129, 0
"281","JP1420","fortis","fortis large","fortis large",12.400,12.42,11.970,12.190,11.700,12.220, 9.990,10.10,10.14,19.83,70.00,23.10,2005,"HuberS","El Garrapatero","m",12.400,10.100000,12.190,12.400000,10.100000,12.190000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-21,-0.912696261,-0.816011376,-1.6724221654,13.007307,12.886966,0.6653983,0.8541130, 2.229780e-01,-7.987313e-02, 0.2663564293, 0.0992856632, 0
"282","JP1421","fortis","fortis small","fortis small",12.220,12.14,12.120,10.220,10.360,10.080, 9.160, 9.13, 9.13,21.28,64.00,19.70,2005,"HuberS","El Garrapatero","f",12.140, 9.130000,10.220,12.140000, 9.130000,10.220000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-21, 1.285718492,-0.334343148,-0.4633916348,11.369052,10.448229,0.5996244,0.6826201, 7.849973e-02, 1.243124e-01,-0.0626606802, 0.3682187199, 0
"283","JP1422","fortis","fortis large","fortis large",13.140,12.73,12.510,12.180,12.510,12.470,10.540,10.39,10.51,20.54,68.00,20.40,2005,"HuberS","El Garrapatero","m",12.730,10.510000,12.470,12.730000,10.510000,12.470000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-21,-0.416752717,-0.488185894,-1.0716941076,13.007307,12.886966,0.6653983,0.8541130, 2.655031e-01,-7.345269e-02, 0.1087673292,-0.0275759751, 0
"284","JP1423","fortis","fortis small","fortis small",11.610,11.88,11.540,10.240,10.170,10.310, 8.550, 8.48, 8.49,20.67,65.00,19.50,2005,"HuberS","El Garrapatero","f",11.610, 8.490000,10.240,11.610000, 8.490000,10.240000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-25, 0.401831916,-0.305044276,-1.6501070061,11.369052,10.448229,0.5996244,0.6826201, 3.415112e-02, 6.717820e-02,-0.0358042313, 0.2082856360, 0
"285","JP1424","fortis","fortis small","fortis small",11.750,11.52,11.480,10.880,10.760,10.790, 9.500, 9.40, 9.41,19.40,64.00,20.40,2005,"HuberS","El Garrapatero","m",11.520, 9.410000,10.790,11.520000, 9.410000,10.790000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-25, 0.251737969, 0.500674696, 0.0557963402,11.369052,10.448229,0.5996244,0.6826201, 9.242493e-02,-5.773107e-02,-0.0580680325, 0.4309543905, 0
"286","JP1425","fortis","fortis small","fortis small",10.910,10.91,10.930,11.190,11.130,11.140, 9.240, 9.19, 9.34,21.09,65.50,26.60,2008,"HuberS","El Garrapatero","f",10.910, 9.240000,11.140,10.846667, 9.226667,11.133333,"f","adult",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,001101000000000000,3,001111000000000000, 4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008-02-07,-0.871187115, 1.003638660,-0.2841481672,11.369052,10.448229,0.5996244,0.6826201, 7.891049e-02,-1.894675e-01, 0.2145403512, 1.1570966055, 3
"287","JP1426","fortis","fortis small","fortis small",10.550,10.64,10.690,10.310,10.190,10.350, 9.010, 8.89, 8.94,20.32,63.50,19.20,2005,"HuberS","El Garrapatero","f",10.640, 8.940000,10.310,10.640000, 8.940000,10.310000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-26,-1.215847289,-0.202498225,-0.8156977606,11.369052,10.448229,0.5996244,0.6826201, 1.570381e-02,-1.383810e-01,-0.1072206776, 0.3394276837, 0
"288","JP1427","fortis","fortis large","fortis large",12.600,12.41,12.560,13.360,13.030,12.800,10.980,11.26,11.05,21.80,73.50,23.40,2005,"HuberS","El Garrapatero","m",12.560,11.050000,13.030,12.560000,11.050000,13.030000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-27,-0.672238785, 0.167465068,-0.2804912997,13.007307,12.886966,0.6653983,0.8541130, 3.067545e-01,-1.905805e-01, 0.4311177901,-0.2410503742, 0
"289","JP1428","fortis","fortis small","fortis small",11.680,11.72,11.590,11.540,11.550,11.450, 9.390, 9.24, 9.39,20.77,69.00,20.60,2005,"HuberS","El Garrapatero","m",11.680, 9.390000,11.540,11.680000, 9.390000,11.540000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-27, 0.518571652, 1.599382384, 0.0187114848,11.369052,10.448229,0.5996244,0.6826201, 1.352116e-01,-1.012028e-01, 0.1563467783,-0.1150677250, 0
"290","JP1429","magnirostris","magnirostris","magnirostris",14.710,14.96,14.740,16.400,16.250,16.320,14.560,14.54,14.53,24.11,77.50,31.80,2005,"HuberS","El Garrapatero","f",14.740,14.540000,16.320,14.740000,14.540000,16.320000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-27,-0.222217550, 0.322680207, 1.2854296918,14.897689,16.019465,0.7096140,0.9313698, 6.884168e-01,-3.354430e-01, 0.8774204060, 0.5068562727, 0
"291","JP1430","fortis","fortis small","fortis small",11.490,11.53,11.520,10.390,10.470,10.470, 8.380, 8.71, 8.78,22.21,70.00,20.30,2005,"HuberS","El Garrapatero","m",11.520, 8.710000,10.470,11.520000, 8.710000,10.470000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-27, 0.251737969, 0.031892749,-1.2421735972,11.369052,10.448229,0.5996244,0.6826201, 5.021798e-02, 1.560966e-02, 0.1993896659,-0.2499102886, 0
"292","JP1431","fortis","fortis small","fortis small",10.450,10.38,10.280,10.680,10.260,10.640, 9.120, 8.92, 9.03,20.65,66.00,17.20,2005,"HuberS","El Garrapatero","m",10.380, 9.030000,10.640,10.270000, 9.140000,10.628333,"m","adult",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,001111100000000000,5,001111100000000000, 5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2005-01-27,-1.832900182, 0.263842150,-0.4448492071,11.369052,10.448229,0.5996244,0.6826201, 2.501416e-02,-2.219212e-01,-0.0704709925,-0.2363873411, 4
"293","JP1432","fortis","fortis small","fortis small",11.020,11.15,11.110, 9.940, 9.940,10.060, 9.040, 9.10, 9.06,21.34,68.50,17.90,2005,"HuberS","El Garrapatero","m",11.110, 9.060000, 9.940,11.110000, 9.060000, 9.940000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-28,-0.432023344,-0.744527351,-0.5931886285,11.369052,10.448229,0.5996244,0.6826201, 2.073602e-02,-2.645370e-02, 0.0559555054,-0.4247262526, 0
"294","JP1433","fortis","fortis small","fortis small",11.710,11.71,11.710,11.490,11.210,11.390, 9.930,10.13,10.10,20.70,69.00,23.60,2005,"HuberS","El Garrapatero","m",11.710,10.100000,11.390,11.710000,10.100000,11.390000,"m","m",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-28, 0.568602968, 1.379640847, 1.3352238499,11.369052,10.448229,0.5996244,0.6826201, 1.557291e-01,-1.241009e-01, 0.2515440626, 0.3064770414, 0
"295","JP1434","fortis","fortis small","fortis small",11.100,11.28,11.300,10.640,10.650,10.420,10.960,10.21,10.92,20.92,72.00,18.70,2006,"HuberS","El Garrapatero","m",11.280,10.920000,10.640,11.393333,10.148333,10.738333,"m","adult",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,001111100000000000,5,001111100000000000, 5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2006-02-11, 0.040494636, 0.424985944, 1.4248455836,11.369052,10.448229,0.5996244,0.6826201, 1.322566e-01,-1.766281e-01, 0.2140971080,-0.7402676743, 4
"296","JP1435","fortis","fortis small","fortis small",11.330,11.39,11.410, 9.300, 9.220, 9.070, 8.380, 8.28, 8.28,21.09,64.50,17.20,2005,"HuberS","El Garrapatero","m",11.390, 8.280000, 9.220,11.130000, 8.460000, 9.370000,"m","adult",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,001001000000000000,2,001111000000000000, 4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-28,-0.398669134,-1.579545195,-1.7057342891,11.369052,10.448229,0.5996244,0.6826201,-3.306881e-02, 1.401749e-01,-0.1248324672,-0.0478558253, 3
"297","JP1436","fortis","fortis small","fortis small",11.780,11.79,11.710,10.800,10.690,10.750, 9.170, 9.36, 9.12,21.05,66.00,20.10,2005,"HuberS","El Garrapatero","f",11.780, 9.170000,10.750,11.780000, 9.170000,10.750000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-28, 0.685342704, 0.442076952,-0.3892219241,11.369052,10.448229,0.5996244,0.6826201, 9.182179e-02, 6.630966e-03, 0.0259746073, 0.1800455789, 0
"298","JP1437","fortis","fortis small","fortis small",10.810,10.87,10.610,10.970,11.050,10.730, 8.690, 8.78, 8.74,20.73,66.00,22.90,2005,"HuberS","El Garrapatero","f",10.810, 8.740000,10.970,10.810000, 8.740000,10.970000,"f","f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001000000000000000,1,001000000000000000, 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005-01-29,-0.932336501, 0.764364541,-1.1865463142,11.369052,10.448229,0.5996244,0.6826201, 4.765597e-02,-1.604737e-01, 0.1124176579, 0.5686193001, 0
"299","JP1438","fortis","fortis small","fortis small",11.740,11.74,12.000,10.450,10.140,10.500, 8.830, 8.63, 8.57,19.54,67.50,19.00,2008,"HuberS","El Garrapatero","f",11.740, 8.630000,10.450,11.670000, 8.500000,10.166667,"f","adult",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,001001100000000000,3,001111100000000000, 5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2008-02-11, 0.501894547,-0.412473472,-1.6315645784,11.369052,10.448229,0.5996244,0.6826201, 5.502870e-02, 6.130260e-02, 0.0350714215,-0.1839964820, 4
