"","BANDFINAL","Species1","sp2","sp2.fct","Beak.LengthA","Beak.LengthB","Beak.LengthC","Beak.DepthA","Beak.DepthB","Beak.DepthC","Beak.WidthA","Beak.WidthB","Beak.WidthC","Tarsus","Wing.Chord","Mass","Year","By.","Site","Sex0","MedianBeakLength","MedianBeakWidth","MedianBeakDepth","avg.mbl","avg.mbw","avg.mbd","age","age.ad","y.2003","y.2004","y.2005","y.2006","y.2007","y.2008","y.2009","y.2010","y.2011","y.2012","y.2013","y.2014","y.2015","y.2016","y.2017","y.2018","y.2019","y.2020","ch","maxseen","ch.corr","maxseen.corr","X.corr.y.2003","X.corr.y.2004","X.corr.y.2005","X.corr.y.2006","X.corr.y.2007","X.corr.y.2008","X.corr.y.2009","X.corr.y.2010","X.corr.y.2011","X.corr.y.2012","X.corr.y.2013","X.corr.y.2014","X.corr.y.2015","X.corr.y.2016","X.corr.y.2017","X.corr.y.2018","X.corr.y.2019","X.corr.y.2020","date2","scaled.mbl","scaled.mbd","scaled.mbw","sp.mean.bl","sp.mean.bd","sp.sd.bl","sp.sd.bd","pc1.new","pc2.new","pc1.bod","pc2.bod","mxcpois"
"2133","KGSK050","fuliginosa","fuliginosa","fuliginosa", 7.500,NA,NA, 6.650,NA,NA, 6.650,NA,NA,17.60,59.00,12.60,2016,"SAK","El Garrapatero","f", 7.500, 6.650000, 6.650, 7.500000, 6.650000, 6.650000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-13,-2.191339466,-1.188527116,-0.5801164825, 8.568677, 7.095934,0.4876822,0.3751992,-3.775399e-01,-1.997047e-01,-0.5193913348,-0.1025463353, 0
"2134","KGSK051","fuliginosa","fuliginosa","fuliginosa", 7.500,NA,NA, 6.400,NA,NA, 6.000,NA,NA,20.40,63.00,NA,2016,"SAK","El Garrapatero","f", 7.500, 6.000000, 6.400, 7.500000, 6.000000, 6.400000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-13,-2.191339466,-1.854839784,-2.6207452714, 8.568677, 7.095934,0.4876822,0.3751992,-4.143982e-01,-1.361902e-01,NA,NA, 0
"2135","KGSK052","fuliginosa","fuliginosa","fuliginosa", 7.900,NA,NA, 7.400,NA,NA, 6.500,NA,NA,20.00,60.00,14.00,2016,"SAK","El Garrapatero","f", 7.900, 6.500000, 7.400, 7.900000, 6.500000, 7.400000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-14,-1.371133122, 0.810410889,-1.0510308184, 8.568677, 7.095934,0.4876822,0.3751992,-3.300343e-01,-1.928769e-01,-0.4129519627, 0.0205955190, 0
"2136","KGSK053","fuliginosa","fuliginosa","fuliginosa", 8.480,NA,NA, 7.380,NA,NA, 7.230,NA,NA,17.84,62.00,12.20,2016,"KMG","El Garrapatero","m", 8.480, 7.230000, 7.380, 8.480000, 7.230000, 7.380000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-18,-0.181833922, 0.757105875, 1.2407522830, 8.568677, 7.095934,0.4876822,0.3751992,-2.802928e-01,-1.323222e-01,-0.4128605494,-0.5145844735, 0
"2137","KGSK054","fuliginosa","fuliginosa","fuliginosa", 8.480,NA,NA, 7.200,NA,NA, 7.480,NA,NA,20.40,60.00,14.40,2016,"KMG","El Garrapatero","m", 8.480, 7.480000, 7.200, 8.480000, 7.480000, 7.200000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-18,-0.181833922, 0.277360754, 2.0256095096, 8.568677, 7.095934,0.4876822,0.3751992,-2.797879e-01,-1.298771e-01,-0.3963889461, 0.0846260673, 0
"2138","KGSK055","fuliginosa","fuliginosa","fuliginosa", 8.220,NA,NA, 8.380,NA,NA, 6.990,NA,NA,22.05,62.00,15.70,2016,"KMG","El Garrapatero","m", 8.220, 6.990000, 8.380, 8.220000, 6.990000, 8.380000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-18,-0.714968046, 3.422356549, 0.4872893456, 8.568677, 7.095934,0.4876822,0.3751992,-2.502423e-01,-2.611685e-01,-0.2612214530, 0.0592547735, 0
"2139","KGSK057","fuliginosa","fuliginosa","fuliginosa", 8.330,NA,NA, 7.110,NA,NA, 7.090,NA,NA,18.07,59.00,12.50,2016,"KMG","El Garrapatero","f", 8.330, 7.090000, 7.110, 8.330000, 7.090000, 7.110000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-19,-0.489411301, 0.037488194, 0.8012322362, 8.568677, 7.095934,0.4876822,0.3751992,-3.049420e-01,-1.241462e-01,-0.5181430192,-0.1076581818, 0
"2140","KGSK059","fuliginosa","fuliginosa","fuliginosa", 8.790,NA,NA, 6.280,NA,NA, 7.220,NA,NA,19.57,59.00,13.10,2016,"KMG","El Garrapatero","f", 8.790, 7.220000, 6.280, 8.790000, 7.220000, 6.280000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-19, 0.453825995,-2.174669865, 1.2093579940, 8.568677, 7.095934,0.4876822,0.3751992,-3.227067e-01, 3.017345e-02,-0.4847894368, 0.0055915205, 0
"2141","KGSK060","fuliginosa","fuliginosa","fuliginosa", 8.280,NA,NA, 6.550,NA,NA, 6.760,NA,NA,18.82,59.00,16.50,2016,"KMG","El Garrapatero","f", 8.280, 6.760000, 6.550, 8.280000, 6.760000, 6.550000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-20,-0.591937094,-1.455052183,-0.2347793028, 8.568677, 7.095934,0.4876822,0.3751992,-3.470979e-01,-5.860222e-02,-0.3832400049, 0.4705221794, 0
"2142","KGSK062","fuliginosa","fuliginosa","fuliginosa", 7.930,NA,NA, 6.460,NA,NA, 6.590,NA,NA,18.45,55.00,12.50,2016,"KMG","El Garrapatero","f", 7.930, 6.590000, 6.460, 7.930000, 6.590000, 6.460000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-20,-1.309617646,-1.694924744,-0.7684822168, 8.568677, 7.095934,0.4876822,0.3751992,-3.719786e-01,-1.015195e-01,-0.6706075283, 0.3799276254, 0
"2143","KGSK068","fuliginosa","fuliginosa","fuliginosa", 7.940,NA,NA, 7.000,NA,NA, 6.660,NA,NA,16.94,59.00,13.30,2016,"KMG","El Garrapatero","f", 7.940, 6.660000, 7.000, 7.940000, 6.660000, 7.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-26,-1.289112487,-0.255689380,-0.5487221934, 8.568677, 7.095934,0.4876822,0.3751992,-3.422080e-01,-1.565199e-01,-0.5032641870,-0.0164898497, 0
"2144","KGSK076","fuliginosa","fuliginosa","fuliginosa", 8.550,NA,NA, 6.750,NA,NA, 6.240,NA,NA,15.50,60.00,14.20,2016,"SAK","El Garrapatero","f", 8.550, 6.240000, 6.750, 8.550000, 6.240000, 6.750000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-28,-0.038297812,-0.922002049,-1.8672823340, 8.568677, 7.095934,0.4876822,0.3751992,-3.459648e-01, 1.053753e-03,-0.4491066434,-0.0372316903, 0
"2145","KGSK077","fuliginosa","fuliginosa","fuliginosa", 9.020,NA,NA, 7.700,NA,NA, 7.080,NA,NA,19.26,61.00,14.90,2016,"SAK","El Garrapatero","m", 9.020, 7.080000, 7.700, 9.020000, 7.080000, 7.700000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-28, 0.925444643, 1.609986091, 0.7698379471, 8.568677, 7.095934,0.4876822,0.3751992,-2.484660e-01,-5.887960e-02,-0.3521762633, 0.0132344739, 0
"2146","KGSK078","fuliginosa","fuliginosa","fuliginosa", 8.850,NA,NA, 7.490,NA,NA, 7.120,NA,NA,19.10,63.00,14.30,2016,"SAK","El Garrapatero","f", 8.850, 7.120000, 7.490, 8.850000, 7.120000, 7.490000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-28, 0.576856947, 1.050283449, 0.8954151034, 8.568677, 7.095934,0.4876822,0.3751992,-2.641666e-01,-7.093253e-02,-0.2948321935,-0.3145615363, 0
"2147","KGSK079","fuliginosa","fuliginosa","fuliginosa", 8.800,NA,NA, 6.940,NA,NA, 6.530,NA,NA,18.85,60.00,13.80,2016,"KMG","El Garrapatero","m", 8.800, 6.530000, 6.940, 8.800000, 6.530000, 6.940000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-28, 0.474331154,-0.415604421,-0.9568479512, 8.568677, 7.095934,0.4876822,0.3751992,-3.156201e-01, 9.312692e-03,-0.4302152539,-0.0295794060, 0
"2148","KGSK080","fuliginosa","fuliginosa","fuliginosa", 8.860,NA,NA, 7.480,NA,NA, 6.320,NA,NA,19.87,62.00,14.40,2016,"SAK","El Garrapatero","f", 8.860, 6.320000, 7.480, 8.860000, 6.320000, 7.480000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-28, 0.597362106, 1.023630943,-1.6161280215, 8.568677, 7.095934,0.4876822,0.3751992,-2.943924e-01,-1.996133e-02,-0.3233712244,-0.1656660797, 0
"2149","KGSK088","fuliginosa","fuliginosa","fuliginosa", 8.390,NA,NA, 7.430,NA,NA, 6.840,NA,NA,18.80,63.00,15.00,2016,"KMG","El Garrapatero","m", 8.390, 6.840000, 7.430, 8.390000, 6.840000, 7.430000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01,-0.366380349, 0.890368409, 0.0163750097, 8.568677, 7.095934,0.4876822,0.3751992,-2.961122e-01,-1.295997e-01,-0.2753014227,-0.2216234988, 0
"2150","KGSK091","fuliginosa","fuliginosa","fuliginosa", 8.530,NA,NA, 6.880,NA,NA, 6.550,NA,NA,19.21,59.00,15.00,2016,"KMG","El Garrapatero","m", 8.530, 6.550000, 6.880, 8.530000, 6.550000, 6.880000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01,-0.079308129,-0.575519461,-0.8940593731, 8.568677, 7.095934,0.4876822,0.3751992,-3.286544e-01,-3.382427e-02,-0.4274822966, 0.2665357710, 0
"2151","KGSK093","fuliginosa","fuliginosa","fuliginosa", 9.280,NA,NA, 7.620,NA,NA, 7.020,NA,NA,NA,NA,NA,2016,"KMG","El Garrapatero","m", 9.280, 7.020000, 7.620, 9.280000, 7.020000, 7.620000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01, 1.458578767, 1.396766037, 0.5814722128, 8.568677, 7.095934,0.4876822,0.3751992,-2.442699e-01,-1.476472e-03,NA,NA, 0
"2152","KGSK094","fuliginosa","fuliginosa","fuliginosa", 8.400,NA,NA, 7.490,NA,NA, 6.960,NA,NA,19.62,61.50,15.00,2016,"KMG","El Garrapatero","m", 8.400, 6.960000, 7.490, 8.400000, 6.960000, 7.490000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01,-0.345875191, 1.050283449, 0.3931064784, 8.568677, 7.095934,0.4876822,0.3751992,-2.882215e-01,-1.409036e-01,-0.3260701842,-0.0258281227, 0
"2153","KGSK095","fuliginosa","fuliginosa","fuliginosa", 8.630,NA,NA, 7.170,NA,NA, 6.980,NA,NA,20.95,65.00,14.00,2016,"KMG","El Garrapatero","m", 8.630, 6.980000, 7.170, 8.630000, 6.980000, 7.170000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01, 0.125743457, 0.197403234, 0.4558950565, 8.568677, 7.095934,0.4876822,0.3751992,-2.940956e-01,-7.027573e-02,-0.2088986520,-0.5616472635, 0
"2154","KGSK096","fuliginosa","fuliginosa","fuliginosa", 7.290,NA,NA, 6.770,NA,NA, 6.910,NA,NA,19.68,58.00,16.00,2016,"KMG","El Garrapatero","m", 7.290, 6.910000, 6.770, 7.290000, 6.910000, 6.770000,"m","m",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-04-01,-2.621947797,-0.868697035, 0.2361350331, 8.568677, 7.095934,0.4876822,0.3751992,-3.702198e-01,-2.642113e-01,-0.4300999499, 0.5365614547, 0
"2155","KGSK2001","fortis","fortis small","fortis small",11.340,NA,NA,11.140,NA,NA, 9.700,NA,NA,20.86,68.50,20.80,2019,"KMG","El Garrapatero","f",11.340, 9.700000,11.140,11.220000, 9.525000,11.220000,"f","adult",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000000000000010010,2,000000000000011110, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2019-03-19,-0.248575187, 1.130600437, 0.2690342585,11.369052,10.448229,0.5996244,0.6826201, 1.134633e-01,-1.411207e-01, 0.1440811380,-0.0251149040, 3
"2156","KGSK2002","fortis","fortis small","fortis small",11.000,NA,NA,10.000,NA,NA, 9.300,NA,NA,20.30,67.00,19.40,2016,"SAK","El Garrapatero","f",11.000, 9.300000,10.000,11.000000, 9.300000,10.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-06,-0.615471502,-0.656630736,-0.1481703643,11.369052,10.448229,0.5996244,0.6826201, 2.833881e-02,-6.622308e-02, 0.0355309084,-0.0530441384, 0
"2157","KGSK2003","fortis","fortis small","fortis small",11.350,NA,NA,10.000,NA,NA, 8.900,NA,NA,19.50,67.00,19.60,2016,"SAK","El Garrapatero","f",11.350, 8.900000,10.000,11.350000, 8.900000,10.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-06,-0.031772819,-0.656630736,-0.8898674713,11.369052,10.448229,0.5996244,0.6826201, 2.729538e-02, 1.981552e-02, 0.0343579084,-0.0401442863, 0
"2158","KGSK2004","fortis","fortis small","fortis small",11.500,NA,NA,10.500,NA,NA, 9.350,NA,NA,20.60,66.00,19.10,2016,"SAK","El Garrapatero","f",11.500, 9.350000,10.500,11.500000, 9.350000,10.500000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-06, 0.218383759, 0.075841056,-0.0554582259,11.369052,10.448229,0.5996244,0.6826201, 7.500696e-02,-2.943133e-02,-0.0102329547, 0.0304826903, 0
"2159","KGSK2005","fortis","fortis small","fortis small",12.250,NA,NA,10.000,NA,NA, 9.100,NA,NA,21.00,66.00,20.00,2016,"SAK","El Garrapatero","f",12.250, 9.100000,10.000,12.250000, 9.100000,10.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-06, 1.469166649,-0.656630736,-0.5190189178,11.369052,10.448229,0.5996244,0.6826201, 7.088539e-02, 1.669920e-01, 0.0223065786, 0.1649937129, 0
"2160","KGSK2006","fortis","fortis small","fortis small",10.600,NA,NA, 8.900,NA,NA, 8.100,NA,NA,19.50,65.00,18.30,2016,"SAK","El Garrapatero","f",10.600, 8.100000, 8.900,10.600000, 8.100000, 8.900000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-06,-1.282555710,-2.268068680,-2.3732616855,11.369052,10.448229,0.5996244,0.6826201,-8.734059e-02, 4.239520e-02,-0.0852096460, 0.0167674538, 0
"2161","KGSK2007","fortis","fortis large","fortis large",14.350,NA,NA,13.300,NA,NA,11.050,NA,NA,22.15,77.00,27.60,2016,"SAK","El Garrapatero","f",14.350,11.050000,13.300,14.350000,11.050000,13.300000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07, 2.017879221, 0.483582496,-0.2804912997,13.007307,12.886966,0.6653983,0.8541130, 3.918349e-01, 9.984269e-02, 0.7051796772,-0.0626056955, 0
"2162","KGSK2008","fortis","fortis small","fortis small",10.500,NA,NA, 9.000,NA,NA, 8.900,NA,NA,17.90,67.00,17.90,2016,"SAK","El Garrapatero","f",10.500, 8.900000, 9.000,10.500000, 8.900000, 9.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07,-1.449326762,-2.121574321,-0.8898674713,11.369052,10.448229,0.5996244,0.6826201,-5.626498e-02,-3.325764e-02,-0.0350894615,-0.3103625743, 0
"2163","KGSK2009","fortis","fortis small","fortis small",11.000,NA,NA,10.000,NA,NA, 8.400,NA,NA,19.80,NA,NA,2016,"SAK","El Garrapatero","f",11.000, 8.400000,10.000,11.000000, 8.400000,10.000000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07,-0.615471502,-0.656630736,-1.8169888552,11.369052,10.448229,0.5996244,0.6826201,-5.558934e-03,-1.196569e-02,NA,NA, 0
"2164","KGSK2010","fortis","fortis small","fortis small",11.400,NA,NA,10.200,NA,NA, 9.600,NA,NA,20.50,69.00,20.80,2016,"SAK","El Garrapatero","f",11.400, 9.600000,10.200,11.400000, 9.600000,10.200000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07, 0.051612707,-0.363642019, 0.4081024660,11.369052,10.448229,0.5996244,0.6826201, 6.556474e-02,-3.300120e-02, 0.1601846677,-0.0920366992, 0
"2165","KGSK2011","fortis","fortis small","fortis small",10.100,NA,NA, 9.500,NA,NA, 9.100,NA,NA,19.80,66.00,18.60,2016,"SAK","El Garrapatero","f",10.100, 9.100000, 9.500,10.100000, 9.100000, 9.500000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07,-2.116410970,-1.389102529,-0.5190189178,11.369052,10.448229,0.5996244,0.6826201,-4.000438e-02,-1.647424e-01,-0.0337730779,-0.0552901217, 0
"2166","KGSK2012","fortis","fortis small","fortis small",10.800,NA,NA,10.300,NA,NA, 9.000,NA,NA,19.65,68.00,18.80,2016,"SAK","El Garrapatero","f",10.800, 9.000000,10.300,10.800000, 9.000000,10.300000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-07,-0.949013606,-0.217147661,-0.7044431946,11.369052,10.448229,0.5996244,0.6826201, 2.387876e-02,-1.127168e-01, 0.0492279636,-0.2701262186, 0
"2167","KGSK2013","fortis","fortis large","fortis large",12.600,NA,NA,11.900,NA,NA,10.700,NA,NA,20.40,71.00,24.40,2016,"SAK","El Garrapatero","f",12.600,10.700000,11.900,12.600000,10.700000,11.900000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08,-0.612124416,-1.155544910,-0.7933079345,13.007307,12.886966,0.6653983,0.8541130, 2.392324e-01,-5.243836e-02, 0.3522987478, 0.1733502004, 0
"2168","KGSK2014","fortis","fortis small","fortis small",11.600,NA,NA,10.100,NA,NA, 9.000,NA,NA,19.50,65.50,18.00,2016,"SAK","El Garrapatero","f",11.600, 9.000000,10.100,11.600000, 9.000000,10.100000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08, 0.385154811,-0.510136378,-0.7044431946,11.369052,10.448229,0.5996244,0.6826201, 4.602832e-02, 4.828707e-02,-0.0752884032,-0.0855610741, 0
"2169","KGSK2015","fortis","fortis small","fortis small",12.200,NA,NA,11.700,NA,NA, 9.800,NA,NA,21.00,71.00,21.00,2016,"SAK","El Garrapatero","f",12.200, 9.800000,11.700,12.200000, 9.800000,11.700000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08, 1.385781123, 1.833773358, 0.7789510196,11.369052,10.448229,0.5996244,0.6826201, 1.794079e-01,-4.948864e-02, 0.2493311397,-0.2944477719, 0
"2170","KGSK2016","fortis","fortis large","fortis large",14.500,NA,NA,12.200,NA,NA,10.200,NA,NA,22.10,72.00,24.70,2016,"SAK","El Garrapatero","f",14.500,10.200000,12.200,14.500000,10.200000,12.200000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08, 2.243308104,-0.804303323,-1.5259031269,13.007307,12.886966,0.6653983,0.8541130, 3.113729e-01, 2.846703e-01, 0.4169716275, 0.1280542157, 0
"2171","KGSK2017","fortis","fortis small","fortis small",12.450,NA,NA,10.150,NA,NA, 9.300,NA,NA,21.20,69.00,20.90,2016,"SAK","El Garrapatero","f",12.450, 9.300000,10.150,12.450000, 9.300000,10.150000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08, 1.802708753,-0.436889199,-0.1481703643,11.369052,10.448229,0.5996244,0.6826201, 9.385688e-02, 1.757229e-01, 0.1699981269,-0.0645598090, 0
"2172","KGSK2018","fortis","fortis large","fortis large",13.700,NA,NA,13.700,NA,NA,12.400,NA,NA,23.40,76.00,28.50,2016,"SAK","El Garrapatero","f",13.700,12.400000,13.700,13.700000,12.400000,13.700000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08, 1.041020727, 0.951904612, 1.6975157199,13.007307,12.886966,0.6653983,0.8541130, 4.364428e-01,-1.354712e-01, 0.7067412370, 0.2082339225, 0
"2173","KGSK2019","fortis","fortis large","fortis large",12.900,NA,NA,13.400,NA,NA,11.900,NA,NA,22.40,77.00,28.40,2016,"SAK","El Garrapatero","f",12.900,11.900000,13.400,12.900000,11.900000,13.400000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08,-0.161266650, 0.600663025, 0.9649205275,13.007307,12.886966,0.6653983,0.8541130, 3.707079e-01,-2.176749e-01, 0.7331057309, 0.0549419189, 0
"2174","KGSK2020","fortis","fortis small","fortis small", 9.950,NA,NA,10.700,NA,NA, 9.700,NA,NA,21.00,70.00,22.40,2016,"KMG","El Garrapatero","f", 9.950, 9.700000,10.700, 9.950000, 9.700000,10.700000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-08,-2.366567549, 0.368829773, 0.5935267428,11.369052,10.448229,0.5996244,0.6826201, 3.599221e-02,-3.442300e-01, 0.2550510807, 0.0229780429, 0
"2175","KGSK2021","fortis","fortis small","fortis small",11.500,NA,NA,10.400,NA,NA, 9.800,NA,NA,20.30,68.00,19.90,2016,"SAK","El Garrapatero","f",11.500, 9.800000,10.400,11.500000, 9.800000,10.400000,"f","f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,000000000000010000,1,000000000000010000, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-03-10, 0.218383759,-0.070653302, 0.7789510196,11.369052,10.448229,0.5996244,0.6826201, 8.700520e-02,-4.682860e-02, 0.0905217306,-0.1026441508, 0
